CONCEPT_A	CONCEPT_B	OSM_URI_A	OSM_URI_B	QUESTION	VECTOR_MEASURE	TERM_MEASURE	CORPUS	INCLUDED_POS	PAIRS_AB	PAIRS_BA	HUMAN_SIM	MACHINE_SIM_AB	MACHINE_SIM_BA	MACHINE_SIM
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	jcn	Irish Indep	NN VB JJ	0	0	0.818181818	0.052341144	0.052341144	0.052341144
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	jcn	Irish Indep	NN VB JJ	0	0	0.727272727	0.03942821	0.03942821	0.03942821
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	jcn	Irish Indep	NN VB JJ	0	0	0.636363636	0.048566334	0.048566334	0.048566334
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	jcn	Irish Indep	NN VB JJ	0	0	0.545454545	0.046964672	0.046964672	0.046964672
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	jcn	Irish Indep	NN VB JJ	0	0	0.363636364	0.058073925	0.058073925	0.058073925
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	jcn	Irish Indep	NN VB JJ	0	0	0.181818182	0.037480379	0.037480379	0.037480379
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	jcn	Irish Indep	NN VB JJ	0	0	0.090909091	0.039302629	0.039302629	0.039302629
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lch	Irish Indep	NN VB JJ	0	0	0.909090909	0.222848983	0.222848983	0.222848983
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lch	Irish Indep	NN VB JJ	0	0	0.818181818	0.241809106	0.241809106	0.241809106
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lch	Irish Indep	NN VB JJ	0	0	0.727272727	0.265253191	0.265253191	0.265253191
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lch	Irish Indep	NN VB JJ	0	0	0.636363636	0.218856153	0.218856153	0.218856153
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lch	Irish Indep	NN VB JJ	0	0	0.545454545	0.247062569	0.247062569	0.247062569
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lch	Irish Indep	NN VB JJ	0	0	0.363636364	0.244449856	0.244449856	0.244449856
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lch	Irish Indep	NN VB JJ	0	0	0.181818182	0.214323983	0.214323983	0.214323983
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lch	Irish Indep	NN VB JJ	0	0	0.090909091	0.249239811	0.249239811	0.249239811
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lin	Irish Indep	NN VB JJ	0	0	0.909090909	0.099667315	0.099667315	0.099667315
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lin	Irish Indep	NN VB JJ	0	0	0.818181818	0.1197609	0.1197609	0.1197609
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lin	Irish Indep	NN VB JJ	0	0	0.727272727	0.124508201	0.124508201	0.124508201
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lin	Irish Indep	NN VB JJ	0	0	0.636363636	0.110687616	0.110687616	0.110687616
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lin	Irish Indep	NN VB JJ	0	0	0.545454545	0.125201487	0.125201487	0.125201487
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lin	Irish Indep	NN VB JJ	0	0	0.363636364	0.138652624	0.138652624	0.138652624
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lin	Irish Indep	NN VB JJ	0	0	0.181818182	0.10442707	0.10442707	0.10442707
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lin	Irish Indep	NN VB JJ	0	0	0.090909091	0.120540422	0.120540422	0.120540422
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	res	Irish Indep	NN VB JJ	0	0	0.909090909	0.081295803	0.081295803	0.081295803
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	res	Irish Indep	NN VB JJ	0	0	0.818181818	0.094128774	0.094128774	0.094128774
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	res	Irish Indep	NN VB JJ	0	0	0.727272727	0.115951666	0.115951666	0.115951666
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	res	Irish Indep	NN VB JJ	0	0	0.636363636	0.084427686	0.084427686	0.084427686
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	res	Irish Indep	NN VB JJ	0	0	0.545454545	0.099794834	0.099794834	0.099794834
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	res	Irish Indep	NN VB JJ	0	0	0.363636364	0.112892912	0.112892912	0.112892912
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	res	Irish Indep	NN VB JJ	0	0	0.181818182	0.078866015	0.078866015	0.078866015
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	res	Irish Indep	NN VB JJ	0	0	0.090909091	0.090375691	0.090375691	0.090375691
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	wup	Irish Indep	NN VB JJ	0	0	0.909090909	0.281713918	0.281713918	0.281713918
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	wup	Irish Indep	NN VB JJ	0	0	0.818181818	0.311278167	0.311278167	0.311278167
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	wup	Irish Indep	NN VB JJ	0	0	0.727272727	0.367158623	0.367158623	0.367158623
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	wup	Irish Indep	NN VB JJ	0	0	0.636363636	0.280517277	0.280517277	0.280517277
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	wup	Irish Indep	NN VB JJ	0	0	0.545454545	0.33690651	0.33690651	0.33690651
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	wup	Irish Indep	NN VB JJ	0	0	0.363636364	0.332072315	0.332072315	0.332072315
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	wup	Irish Indep	NN VB JJ	0	0	0.181818182	0.292541389	0.292541389	0.292541389
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	wup	Irish Indep	NN VB JJ	0	0	0.090909091	0.341289443	0.341289443	0.341289443
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lesk	Irish Indep	NN VB JJ	0	0	0.909090909	6.22E-04	6.22E-04	6.22E-04
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lesk	Irish Indep	NN VB JJ	0	0	0.818181818	8.60E-04	8.60E-04	8.60E-04
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lesk	Irish Indep	NN VB JJ	0	0	0.727272727	5.83E-04	5.83E-04	5.83E-04
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lesk	Irish Indep	NN VB JJ	0	0	0.636363636	8.35E-04	8.35E-04	8.35E-04
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lesk	Irish Indep	NN VB JJ	0	0	0.545454545	4.89E-04	4.89E-04	4.89E-04
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lesk	Irish Indep	NN VB JJ	0	0	0.363636364	4.67E-04	4.67E-04	4.67E-04
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lesk	Irish Indep	NN VB JJ	0	0	0.181818182	4.58E-04	4.58E-04	4.58E-04
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	lesk	Irish Indep	NN VB JJ	0	0	0.090909091	6.09E-04	6.09E-04	6.09E-04
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	path	Irish Indep	NN VB JJ	0	0	0.909090909	0.072257023	0.072257023	0.072257023
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	path	Irish Indep	NN VB JJ	0	0	0.818181818	0.079693859	0.079693859	0.079693859
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	path	Irish Indep	NN VB JJ	0	0	0.727272727	0.079097417	0.079097417	0.079097417
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	path	Irish Indep	NN VB JJ	0	0	0.636363636	0.071341935	0.071341935	0.071341935
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	path	Irish Indep	NN VB JJ	0	0	0.545454545	0.076610489	0.076610489	0.076610489
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	path	Irish Indep	NN VB JJ	0	0	0.363636364	0.079183367	0.079183367	0.079183367
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	path	Irish Indep	NN VB JJ	0	0	0.181818182	0.06270368	0.06270368	0.06270368
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	path	Irish Indep	NN VB JJ	0	0	0.090909091	0.069957506	0.069957506	0.069957506
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vector	Irish Indep	NN VB JJ	0	0	0.909090909	0.080591188	0.080591188	0.080591188
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vector	Irish Indep	NN VB JJ	0	0	0.818181818	0.100540091	0.100540091	0.100540091
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vector	Irish Indep	NN VB JJ	0	0	0.727272727	0.096002104	0.096002104	0.096002104
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vector	Irish Indep	NN VB JJ	0	0	0.636363636	0.099696501	0.099696501	0.099696501
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vector	Irish Indep	NN VB JJ	0	0	0.545454545	0.108532806	0.108532806	0.108532806
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vector	Irish Indep	NN VB JJ	0	0	0.363636364	0.10717278	0.10717278	0.10717278
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vector	Irish Indep	NN VB JJ	0	0	0.181818182	0.081352492	0.081352492	0.081352492
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vector	Irish Indep	NN VB JJ	0	0	0.090909091	0.082640021	0.082640021	0.082640021
road	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.909090909	0.016360092	0.016360092	0.016360092
travelway	path	http://wiki.openstreetmap.org/wiki/Key:highway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.818181818	0.018684	0.018684	0.018684
bridge	path	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.727272727	0.017103231	0.017103231	0.017103231
highway	path	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.636363636	0.017903438	0.017903438	0.017903438
railway	path	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.545454545	0.02885616	0.02885616	0.02885616
subway station	path	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.363636364	0.021247229	0.021247229	0.021247229
port	path	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.181818182	0.016615991	0.016615991	0.016615991
airport	path	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	B4	fes	vectorp	Irish Indep	NN VB JJ	0	0	0.090909091	0.008104594	0.008104594	0.008104594
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Irish Indep	NN VB JJ	0	0	0.272727273	0.020891282	0.020891282	0.020891282
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Irish Indep	NN VB JJ	0	0	0.090909091	0.02547195	0.02547195	0.02547195
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Irish Indep	NN VB JJ	0	0	0.727272727	0.053223858	0.053223858	0.053223858
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Irish Indep	NN VB JJ	0	0	0.5	0.06044506	0.06044506	0.06044506
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Irish Indep	NN VB JJ	0	0	0.5	0.060802665	0.060802665	0.060802665
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Irish Indep	NN VB JJ	0	0	0.636363636	0.060835761	0.060835761	0.060835761
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Irish Indep	NN VB JJ	0	0	0.363636364	0.069450278	0.069450278	0.069450278
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Irish Indep	NN VB JJ	0	0	0.909090909	0.10952317	0.10952317	0.10952317
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Irish Indep	NN VB JJ	0	0	0.181818182	0.040808699	0.040808699	0.040808699
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Irish Indep	NN VB JJ	0	0	0.272727273	0.031336125	0.031336125	0.031336125
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Irish Indep	NN VB JJ	0	0	0.090909091	0.037808175	0.037808175	0.037808175
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Irish Indep	NN VB JJ	0	0	0.727272727	0.089682329	0.089682329	0.089682329
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Irish Indep	NN VB JJ	0	0	0.5	0.060776249	0.060776249	0.060776249
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Irish Indep	NN VB JJ	0	0	0.5	0.071241742	0.071241742	0.071241742
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Irish Indep	NN VB JJ	0	0	0.636363636	0.078019118	0.078019118	0.078019118
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Irish Indep	NN VB JJ	0	0	0.363636364	0.053654908	0.053654908	0.053654908
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Irish Indep	NN VB JJ	0	0	0.909090909	0.151009777	0.151009777	0.151009777
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Irish Indep	NN VB JJ	0	0	0.181818182	0.048915531	0.048915531	0.048915531
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Irish Indep	NN VB JJ	0	0	0.272727273	0.194107935	0.194107935	0.194107935
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Irish Indep	NN VB JJ	0	0	0.090909091	0.187100949	0.187100949	0.187100949
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Irish Indep	NN VB JJ	0	0	0.727272727	0.192588319	0.192588319	0.192588319
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Irish Indep	NN VB JJ	0	0	0.5	0.286140197	0.286140197	0.286140197
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Irish Indep	NN VB JJ	0	0	0.5	0.245629058	0.245629058	0.245629058
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Irish Indep	NN VB JJ	0	0	0.636363636	0.287384216	0.287384216	0.287384216
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Irish Indep	NN VB JJ	0	0	0.363636364	0.305070207	0.305070207	0.305070207
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Irish Indep	NN VB JJ	0	0	0.909090909	0.330522292	0.330522292	0.330522292
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Irish Indep	NN VB JJ	0	0	0.181818182	0.321064888	0.321064888	0.321064888
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Irish Indep	NN VB JJ	0	0	0.272727273	0.053257299	0.053257299	0.053257299
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Irish Indep	NN VB JJ	0	0	0.090909091	0.073359582	0.073359582	0.073359582
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Irish Indep	NN VB JJ	0	0	0.727272727	0.153428022	0.153428022	0.153428022
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Irish Indep	NN VB JJ	0	0	0.5	0.122157691	0.122157691	0.122157691
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Irish Indep	NN VB JJ	0	0	0.5	0.12177927	0.12177927	0.12177927
